Date,Gas,Low,Average,High,SolarkWh,FireHrs,AwayHrs,PanelsFree,ConsumptionkWh,HotWaterkWh,Guests
"Tuesday, March 2, 2021",1.61,17,25.8,35,11.506,0,7.5,1,11.816,1.07,0
"Monday, March 1, 2021",1.22,18,24.9,36,13.282,6,9,1,9.533,0.7,0
"Sunday, February 28, 2021",1.44,25,34.54,39,5.989,0,4,0.875,14.594,2.11,0
"Saturday, February 27, 2021",1.62,33,36.5,39,1.165,0,0,0.3125,14.861,0.98,0
"Friday, February 26, 2021",2.91,20,28.92,37,0.044,0,0,0.05,14.93,0.78,0
"Thursday, February 25, 2021",2.99,19,26.1,30,0,9.5,0,0,15.581,1.85,0
"Wednesday, February 24, 2021",4.01,19,22,25,0.046,0,0,0,17.916,0.74,0
"Tuesday, February 23, 2021",2.72,-3,6.41,17,0.047,17,0,0,16.439,1.2,0
"Monday, February 22, 2021",3.2,2,9.12,18,0.024,9,0,0,18.689,1.67,0
"Sunday, February 21, 2021",4.83,-13,2,12,0.01,6.5,0,0,15.454,0.55,0
"Saturday, February 20, 2021",5.21,-8,1.9,16,0.02,0,0,0,19.415,1.48,0
"Friday, February 19, 2021",6.01,-10,-3,2,0.001,10,0,0,22.984,1.08,0
"Thursday, February 18, 2021",5.81,-10,-6.83,-4,0,14.5,0,0,20.498,1.39,0
"Wednesday, February 17, 2021",6.79,-9,-4.45,0,0,0,0,0,19.673,0.96,0
"Tuesday, February 16, 2021",4.38,-7,-2.2,2,0.001,21,0,0,18.482,0.92,0
"Monday, February 15, 2021",5.39,-4,1.75,4,0.001,13,0,0,17.794,0.87,0
"Sunday, February 14, 2021",5.02,-3,3.08,10,0.013,10,0,0,19.419,0.91,0
"Saturday, February 13, 2021",4.4,-9,-2.33,5,0.072,13,0,0,17.665,1.33,0
"Friday, February 12, 2021",6.42,-7,-0.22,5,0.001,0,0,0,18.687,0.89,0
"Thursday, February 11, 2021",6.22,-17,-8.62,-3,0.028,0,0,0,22.315,1.28,0
"Wednesday, February 10, 2021",5.34,-11,-0.46,5,0,0,2,0,18.317,1.48,0
